SENTTOT,AGE,CITIZEN,CRIMHIST,CRIMPTS,DISTRICT,DSPLEA,INOUT,MONSEX,NEWEDUC,NEWRACE,OFFGUIDE,PRESENT,SENTIMP,WEAPON,XMAXSOR,XMINSOR
27.0,32.0,1.0,1.0,5.0,41,1,,0.0,3.0,3.0,17,1.0,1,0,30.0,24.0
120.0,45.0,1.0,1.0,3.0,41,5,,0.0,3.0,3.0,10,1.0,1,0,121.0,97.0
30.0,31.0,1.0,1.0,4.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,41.0,33.0
192.0,21.0,1.0,1.0,2.0,51,1,,0.0,3.0,2.0,26,1.0,1,1,108.0,87.0
87.0,53.0,1.0,1.0,21.0,42,5,,1.0,3.0,3.0,16,1.0,1,0,87.0,70.0
8.0,36.0,3.0,1.0,6.0,82,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
76.0,40.0,1.0,1.0,1.0,25,1,,0.0,3.0,2.0,10,2.0,1,1,135.0,108.0
,61.0,1.0,1.0,0.0,30,1,,0.0,3.0,1.0,29,3.0,3,0,24.0,18.0
108.0,25.0,1.0,1.0,0.0,39,1,,1.0,3.0,3.0,10,1.0,1,0,168.0,135.0
24.0,24.0,1.0,1.0,3.0,87,1,,1.0,1.0,1.0,10,3.0,1,1,97.0,78.0
120.0,35.0,1.0,1.0,1.0,30,1,,0.0,6.0,1.0,13,1.0,1,0,121.0,97.0
0.03,40.0,3.0,,,41,1,0.0,0.0,,3.0,17,,1,0,6.0,0.0
108.0,48.0,5.0,1.0,0.0,30,1,,0.0,1.0,3.0,10,1.0,1,0,210.0,168.0
12.03,44.0,1.0,1.0,0.0,47,1,,1.0,5.0,3.0,10,1.0,1,0,30.0,24.0
,50.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
0.03,54.0,2.0,0.0,0.0,2,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
152.0,23.0,1.0,1.0,2.0,39,1,,0.0,1.0,2.0,10,1.0,1,0,235.0,188.0
180.0,23.0,1.0,1.0,0.0,9,1,,0.0,3.0,3.0,7,1.0,1,0,293.0,235.0
39.0,38.0,1.0,1.0,7.0,46,1,,0.0,5.0,2.0,13,1.0,1,0,27.0,21.0
11.24,37.0,1.0,1.0,3.0,70,1,,0.0,1.0,6.0,4,1.0,2,1,51.0,41.0
24.0,25.0,3.0,0.0,0.0,70,1,,0.0,5.0,3.0,10,1.0,1,0,78.0,63.0
4.57,39.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,7.0,1.0
51.0,38.0,5.0,0.0,0.0,30,1,,0.0,1.0,3.0,10,1.0,1,0,78.0,63.0
0.03,47.0,1.0,1.0,11.0,72,1,,1.0,3.0,6.0,10,2.0,2,0,293.0,235.0
43.0,39.0,1.0,1.0,6.0,41,1,,0.0,3.0,2.0,10,1.0,1,0,57.0,46.0
0.03,36.0,3.0,,,41,5,0.0,0.0,,3.0,16,,1,0,6.0,0.0
0.26,31.0,1.0,1.0,2.0,5,1,,0.0,5.0,2.0,10,2.0,1,0,63.0,51.0
225.0,23.0,1.0,1.0,1.0,56,1,,0.0,1.0,2.0,26,1.0,1,1,71.0,57.0
150.0,34.0,1.0,1.0,4.0,47,1,,0.0,1.0,3.0,10,1.0,1,0,327.0,262.0
,22.0,1.0,0.0,0.0,42,5,1.0,0.0,5.0,2.0,30,2.0,4,0,6.0,0.0
4.17,40.0,3.0,1.0,1.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
78.0,32.0,5.0,0.0,0.0,31,1,,0.0,6.0,3.0,10,1.0,1,0,168.0,135.0
,36.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
38.39,35.0,1.0,1.0,6.0,4,1,,0.0,5.0,3.0,10,1.0,1,1,71.0,57.0
18.0,34.0,1.0,0.0,0.0,74,1,,0.0,5.0,6.0,15,2.0,1,0,46.0,37.0
66.0,31.0,3.0,0.0,0.0,31,1,,0.0,1.0,3.0,10,1.0,1,0,108.0,87.0
18.0,56.0,1.0,1.0,0.0,56,1,,0.0,3.0,1.0,10,2.0,1,1,108.0,87.0
18.0,42.0,3.0,1.0,5.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
33.0,28.0,1.0,1.0,0.0,47,1,,0.0,3.0,3.0,10,1.0,1,0,71.0,57.0
37.0,49.0,1.0,1.0,8.0,65,1,,0.0,3.0,2.0,13,1.0,1,0,57.0,46.0
0.23,35.0,1.0,1.0,4.0,31,1,,0.0,5.0,1.0,10,2.0,2,1,71.0,57.0
0.03,44.0,3.0,1.0,,70,8,0.0,0.0,,3.0,17,,1,0,6.0,0.0
14.88,44.0,1.0,1.0,4.0,70,1,,0.0,1.0,6.0,4,1.0,1,1,51.0,41.0
48.0,26.0,1.0,1.0,8.0,81,1,,0.0,,1.0,3,1.0,1,0,96.0,77.0
7.1,20.0,3.0,0.0,0.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
20.56,33.0,1.0,1.0,6.0,40,1,,0.0,5.0,1.0,13,1.0,1,0,30.0,24.0
51.0,26.0,1.0,1.0,8.0,88,1,,0.0,3.0,6.0,26,1.0,1,1,105.0,84.0
0.03,60.0,1.0,1.0,1.0,17,1,,1.0,1.0,2.0,21,3.0,1,0,51.0,41.0
96.0,60.0,1.0,1.0,8.0,33,1,,0.0,5.0,2.0,26,1.0,1,1,96.0,77.0
37.0,38.0,1.0,1.0,19.0,39,1,,0.0,1.0,1.0,13,1.0,1,0,37.0,30.0
240.0,36.0,1.0,1.0,2.0,33,8,,0.0,1.0,1.0,7,1.0,1,0,293.0,235.0
57.0,56.0,1.0,1.0,1.0,56,1,,0.0,3.0,2.0,10,2.0,1,0,108.0,87.0
144.0,29.0,1.0,1.0,2.0,34,1,,0.0,3.0,2.0,10,1.0,1,1,210.0,168.0
12.03,38.0,3.0,1.0,3.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
60.0,35.0,1.0,1.0,6.0,33,1,,0.0,3.0,2.0,13,1.0,1,1,,
28.0,39.0,1.0,1.0,4.0,89,1,,0.0,5.0,1.0,13,1.0,1,0,37.0,30.0
96.0,49.0,1.0,1.0,11.0,47,1,,0.0,3.0,3.0,10,1.0,1,1,105.0,84.0
2.56,40.0,3.0,1.0,2.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,7.0,1.0
190.0,26.0,1.0,1.0,6.0,34,1,,0.0,1.0,1.0,10,1.0,1,1,235.0,188.0
18.0,46.0,1.0,1.0,0.0,47,1,,0.0,5.0,3.0,10,2.0,1,1,57.0,46.0
108.0,41.0,2.0,1.0,4.0,20,1,,0.0,5.0,3.0,10,1.0,1,0,135.0,108.0
2.13,38.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,,1,0,7.0,1.0
14.0,39.0,1.0,0.0,0.0,42,1,,0.0,1.0,3.0,10,1.0,1,0,30.0,24.0
0.03,22.0,3.0,,,4,1,0.0,0.0,,3.0,30,,1,0,6.0,0.0
0.03,24.0,3.0,,,4,1,0.0,0.0,,3.0,30,,1,0,6.0,0.0
24.0,40.0,3.0,1.0,4.0,17,1,,0.0,,3.0,17,1.0,1,0,30.0,24.0
6.0,25.0,3.0,1.0,3.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
4.85,30.0,3.0,1.0,1.0,41,5,0.0,0.0,3.0,3.0,17,1.0,1,0,12.0,6.0
54.0,27.0,1.0,1.0,0.0,4,1,,0.0,3.0,3.0,10,1.0,1,0,63.0,51.0
50.0,41.0,3.0,1.0,3.0,5,2,,0.0,3.0,3.0,10,1.0,1,0,97.0,78.0
,33.0,1.0,0.0,0.0,32,1,,0.0,5.0,2.0,13,3.0,3,0,24.0,18.0
51.0,47.0,1.0,1.0,3.0,47,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
57.0,29.0,5.0,0.0,0.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
120.0,33.0,1.0,1.0,10.0,41,1,,0.0,1.0,3.0,10,1.0,1,0,150.0,120.0
120.0,40.0,1.0,1.0,23.0,32,1,,0.0,3.0,2.0,26,1.0,1,1,125.0,100.0
57.0,28.0,3.0,0.0,0.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
150.0,32.0,3.0,0.0,0.0,40,1,,0.0,3.0,3.0,10,1.0,1,0,262.0,210.0
4.57,36.0,3.0,1.0,0.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
204.0,45.0,3.0,0.0,0.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,327.0,262.0
108.0,54.0,3.0,0.0,0.0,40,1,,0.0,3.0,3.0,10,1.0,1,0,168.0,135.0
18.0,20.0,3.0,1.0,4.0,41,5,,0.0,3.0,3.0,17,1.0,1,0,24.0,18.0
180.0,65.0,1.0,1.0,3.0,12,1,,0.0,6.0,1.0,7,1.0,1,0,405.0,324.0
18.0,48.0,1.0,1.0,3.0,41,1,,0.0,3.0,3.0,10,1.0,1,0,51.0,41.0
,59.0,1.0,1.0,0.0,83,1,,0.0,6.0,1.0,21,2.0,4,0,18.0,12.0
18.0,46.0,3.0,1.0,5.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
13.03,55.0,3.0,1.0,7.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
48.36,34.0,1.0,1.0,12.0,20,1,,0.0,5.0,2.0,13,1.0,1,0,175.0,140.0
7.69,24.0,1.0,1.0,8.0,83,5,,0.0,1.0,3.0,25,1.0,1,0,18.0,12.0
14.0,23.0,1.0,1.0,2.0,41,1,,1.0,3.0,3.0,17,1.0,1,0,21.0,15.0
450.0,34.0,1.0,1.0,9.0,41,1,,0.0,3.0,2.0,26,1.0,1,1,210.0,168.0
43.0,32.0,1.0,1.0,3.0,47,1,,0.0,1.0,3.0,10,2.0,1,0,97.0,78.0
8.0,48.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
,27.0,3.0,0.0,0.0,74,1,,0.0,6.0,3.0,21,1.0,4,0,30.0,24.0
180.0,64.0,1.0,1.0,0.0,15,1,,0.0,3.0,1.0,27,1.0,1,0,9996.0,360.0
36.0,32.0,1.0,1.0,1.0,15,1,0.0,0.0,5.0,2.0,16,1.0,1,0,6.0,0.0
24.0,57.0,3.0,1.0,11.0,40,5,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
78.0,55.0,1.0,1.0,0.0,35,5,,0.0,5.0,2.0,10,2.0,1,0,108.0,87.0
60.0,29.0,1.0,1.0,5.0,47,1,,0.0,1.0,2.0,10,1.0,1,0,71.0,57.0
63.0,29.0,1.0,1.0,15.0,27,1,,0.0,5.0,2.0,13,1.0,1,0,78.0,63.0
33.0,34.0,3.0,1.0,3.0,17,1,,0.0,1.0,3.0,13,1.0,1,0,37.0,30.0
60.0,25.0,1.0,1.0,0.0,15,1,,0.0,5.0,2.0,10,1.0,1,0,108.0,87.0
120.0,26.0,1.0,1.0,1.0,26,1,,0.0,3.0,2.0,10,1.0,1,1,71.0,57.0
30.0,44.0,1.0,1.0,6.0,41,5,,0.0,3.0,3.0,13,1.0,1,0,46.0,37.0
12.03,45.0,1.0,1.0,10.0,87,1,,0.0,3.0,6.0,30,2.0,1,0,,
48.0,42.0,1.0,1.0,18.0,15,1,,0.0,3.0,3.0,10,2.0,1,0,78.0,63.0
,21.0,1.0,1.0,1.0,41,1,,1.0,3.0,3.0,17,2.0,4,0,18.0,12.0
51.0,29.0,1.0,1.0,2.0,80,1,,0.0,1.0,6.0,27,1.0,1,0,97.0,78.0
12.03,44.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
24.0,46.0,1.0,1.0,7.0,41,1,,0.0,3.0,3.0,17,1.0,1,0,27.0,21.0
63.0,24.0,3.0,1.0,2.0,41,5,,0.0,1.0,3.0,13,1.0,1,0,63.0,51.0
30.0,19.0,1.0,1.0,5.0,88,1,,0.0,1.0,3.0,13,1.0,1,0,30.0,24.0
13.03,34.0,3.0,1.0,8.0,70,1,,0.0,5.0,3.0,17,1.0,1,0,21.0,15.0
51.0,67.0,3.0,1.0,3.0,14,1,,0.0,3.0,3.0,10,2.0,1,0,51.0,41.0
100.0,39.0,1.0,1.0,25.0,82,1,,0.0,3.0,2.0,4,1.0,1,0,125.0,100.0
58.0,36.0,1.0,1.0,6.0,6,1,,0.0,1.0,6.0,10,1.0,1,0,87.0,70.0
12.0,25.0,3.0,1.0,3.0,14,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
0.03,29.0,3.0,,,6,1,0.0,0.0,,3.0,17,1.0,1,0,12.0,6.0
0.03,33.0,3.0,1.0,,6,5,0.0,0.0,,3.0,17,,1,0,6.0,0.0
18.0,28.0,1.0,0.0,0.0,70,5,,0.0,1.0,3.0,23,3.0,1,0,57.0,46.0
114.43,28.0,3.0,1.0,2.0,41,1,0.0,0.0,1.0,3.0,17,2.0,1,0,14.0,8.0
2.07,37.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
0.03,50.0,3.0,,,6,1,0.0,0.0,,3.0,17,1.0,1,0,12.0,6.0
18.0,51.0,2.0,1.0,0.0,31,1,,1.0,5.0,2.0,10,1.0,1,0,57.0,46.0
36.0,54.0,1.0,0.0,0.0,41,1,,0.0,6.0,6.0,16,2.0,1,0,63.0,51.0
48.0,52.0,1.0,1.0,7.0,88,1,,0.0,3.0,1.0,10,1.0,1,0,87.0,70.0
138.0,41.0,1.0,1.0,13.0,10,1,,0.0,1.0,2.0,22,1.0,1,1,365.0,292.0
4.0,54.0,1.0,0.0,0.0,43,1,0.0,1.0,6.0,6.0,21,3.0,1,0,14.0,8.0
12.0,52.0,3.0,1.0,4.0,70,5,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
30.0,48.0,3.0,1.0,3.0,2,1,,0.0,1.0,3.0,4,1.0,1,1,51.0,41.0
30.0,45.0,2.0,1.0,0.0,31,3,,0.0,1.0,3.0,10,2.0,1,0,46.0,37.0
24.0,44.0,1.0,1.0,0.0,41,1,,0.0,5.0,6.0,21,2.0,1,0,57.0,46.0
120.0,31.0,1.0,1.0,10.0,64,1,,0.0,1.0,3.0,10,3.0,1,0,150.0,120.0
27.0,28.0,1.0,1.0,3.0,65,1,,0.0,1.0,2.0,13,1.0,1,0,27.0,21.0
3.0,61.0,1.0,0.0,0.0,43,1,,1.0,6.0,1.0,10,3.0,1,0,24.0,18.0
60.0,39.0,1.0,1.0,18.0,65,1,,0.0,3.0,2.0,13,2.0,1,0,137.0,110.0
10.0,27.0,3.0,1.0,5.0,31,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
,43.0,1.0,1.0,6.0,27,5,,0.0,1.0,2.0,13,2.0,3,0,24.0,18.0
120.0,22.0,1.0,0.0,0.0,53,1,,0.0,3.0,3.0,10,1.0,1,1,210.0,168.0
51.0,29.0,1.0,1.0,40.0,27,1,,0.0,3.0,2.0,16,1.0,1,0,30.0,24.0
12.0,35.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
60.0,37.0,1.0,1.0,5.0,48,1,,0.0,3.0,2.0,10,3.0,1,0,9996.0,360.0
0.03,39.0,3.0,1.0,,16,3,,0.0,,3.0,17,,1,0,21.0,15.0
60.0,25.0,1.0,1.0,4.0,22,1,,0.0,3.0,2.0,10,1.0,1,1,71.0,57.0
30.0,44.0,1.0,1.0,0.0,16,1,,0.0,5.0,2.0,21,1.0,1,0,57.0,46.0
100.0,53.0,1.0,1.0,9.0,65,1,,0.0,1.0,1.0,10,1.0,1,0,188.0,151.0
62.0,40.0,1.0,1.0,19.0,26,1,,0.0,3.0,1.0,16,1.0,1,0,87.0,70.0
,31.0,1.0,1.0,0.0,58,1,1.0,1.0,3.0,1.0,16,1.0,0,0,6.0,0.0
174.0,30.0,1.0,1.0,4.0,52,1,,0.0,3.0,3.0,26,1.0,1,1,108.0,87.0
72.0,63.0,1.0,0.0,0.0,30,1,,0.0,1.0,1.0,7,3.0,1,0,121.0,97.0
,79.0,,1.0,,34,1,1.0,0.0,,,30,,4,0,6.0,0.0
12.03,33.0,1.0,1.0,4.0,84,1,,1.0,1.0,3.0,17,1.0,1,0,24.0,18.0
1.69,32.0,3.0,0.0,0.0,42,5,0.0,0.0,3.0,3.0,16,1.0,1,0,6.0,0.0
204.0,45.0,1.0,1.0,6.0,30,1,,0.0,3.0,2.0,26,1.0,1,1,87.0,70.0
,26.0,,1.0,,34,1,1.0,0.0,,,30,,4,0,6.0,0.0
21.0,25.0,1.0,1.0,3.0,54,1,,1.0,3.0,6.0,13,1.0,1,0,27.0,21.0
15.0,25.0,1.0,1.0,0.0,70,1,,0.0,1.0,3.0,10,3.0,1,0,87.0,70.0
8.0,35.0,1.0,1.0,1.0,85,1,0.0,0.0,5.0,2.0,16,1.0,1,0,8.0,2.0
6.0,21.0,1.0,1.0,0.0,25,5,,1.0,1.0,2.0,13,3.0,1,0,18.0,12.0
18.0,62.0,1.0,1.0,0.0,85,1,,0.0,6.0,1.0,5,1.0,1,0,57.0,46.0
114.0,37.0,1.0,1.0,15.0,87,1,,0.0,3.0,6.0,10,1.0,1,1,188.0,151.0
27.0,24.0,1.0,0.0,0.0,13,1,,0.0,3.0,2.0,13,2.0,1,0,46.0,37.0
3.75,35.0,3.0,1.0,0.0,70,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
12.03,38.0,3.0,1.0,3.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
30.0,36.0,3.0,1.0,6.0,84,1,,0.0,3.0,3.0,17,1.0,1,0,57.0,46.0
,42.0,1.0,1.0,2.0,18,1,,0.0,1.0,1.0,21,1.0,4,0,27.0,21.0
30.0,71.0,3.0,1.0,2.0,70,1,,0.0,1.0,3.0,10,1.0,1,0,108.0,87.0
6.0,26.0,3.0,0.0,0.0,71,1,,0.0,5.0,1.0,16,2.0,1,0,57.0,46.0
30.0,22.0,1.0,0.0,0.0,70,1,,0.0,5.0,3.0,10,1.0,1,0,87.0,70.0
48.0,30.0,1.0,1.0,10.0,74,1,,0.0,3.0,1.0,10,1.0,1,0,405.0,324.0
24.0,54.0,3.0,1.0,13.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
16.33,30.0,1.0,1.0,3.0,47,1,,0.0,3.0,2.0,10,1.0,1,0,21.0,15.0
156.0,31.0,1.0,1.0,10.0,22,1,,0.0,5.0,2.0,10,1.0,1,1,262.0,210.0
120.0,54.0,1.0,1.0,9.0,39,5,,0.0,5.0,2.0,26,1.0,1,0,87.0,70.0
2.86,51.0,3.0,1.0,0.0,70,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
132.0,54.0,1.0,1.0,3.0,12,1,,0.0,5.0,1.0,7,1.0,1,0,135.0,108.0
0.03,25.0,1.0,,,22,5,0.0,0.0,,1.0,30,,1,0,6.0,0.0
55.0,36.0,1.0,1.0,29.0,12,1,,0.0,3.0,3.0,13,1.0,1,0,96.0,77.0
108.0,21.0,1.0,1.0,1.0,39,1,,0.0,1.0,2.0,10,1.0,1,0,57.0,46.0
168.0,25.0,1.0,1.0,5.0,47,1,,0.0,3.0,2.0,10,2.0,1,1,108.0,87.0
4.47,35.0,3.0,1.0,1.0,84,1,0.0,0.0,5.0,3.0,17,1.0,1,0,12.0,6.0
51.0,27.0,1.0,1.0,6.0,14,1,,1.0,5.0,1.0,10,1.0,1,0,78.0,63.0
84.0,30.0,1.0,1.0,10.0,87,2,,0.0,3.0,2.0,13,1.0,1,0,105.0,84.0
24.0,38.0,3.0,1.0,5.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
33.0,23.0,1.0,1.0,4.0,51,5,,0.0,3.0,2.0,13,1.0,1,0,46.0,37.0
64.0,36.0,1.0,1.0,10.0,47,1,,0.0,3.0,2.0,10,1.0,1,0,71.0,57.0
60.0,42.0,1.0,1.0,0.0,88,1,,0.0,5.0,1.0,7,1.0,1,0,97.0,78.0
6.0,25.0,1.0,1.0,1.0,56,2,0.0,0.0,3.0,2.0,16,3.0,1,0,12.0,6.0
0.03,41.0,1.0,1.0,0.0,12,1,,0.0,1.0,3.0,10,2.0,1,0,87.0,70.0
52.0,43.0,1.0,1.0,2.0,52,1,,0.0,1.0,2.0,16,2.0,1,0,63.0,51.0
9.0,27.0,1.0,0.0,0.0,41,5,,0.0,3.0,3.0,17,2.0,1,0,24.0,18.0
124.0,40.0,1.0,1.0,10.0,24,1,,0.0,3.0,2.0,10,1.0,1,0,327.0,262.0
2.2,24.0,3.0,1.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
120.0,37.0,1.0,1.0,16.0,53,1,,0.0,3.0,1.0,10,1.0,1,0,188.0,151.0
2.1,34.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
120.0,34.0,1.0,1.0,1.0,86,1,,0.0,3.0,1.0,7,1.0,1,0,135.0,108.0
6.0,41.0,1.0,1.0,3.0,55,1,,0.0,1.0,2.0,13,2.0,2,0,41.0,33.0
61.0,35.0,1.0,1.0,9.0,62,1,,0.0,3.0,1.0,13,1.0,1,0,87.0,70.0
12.03,28.0,1.0,1.0,9.0,12,1,,0.0,1.0,2.0,10,2.0,1,0,21.0,15.0
70.0,39.0,3.0,1.0,5.0,13,1,,0.0,5.0,3.0,10,1.0,1,0,235.0,188.0
240.0,28.0,3.0,1.0,0.0,39,1,,0.0,1.0,3.0,7,1.0,1,0,9996.0,9996.0
36.0,69.0,1.0,0.0,0.0,35,1,,0.0,5.0,1.0,16,3.0,1,0,235.0,188.0
46.0,46.0,1.0,1.0,0.0,47,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
4.96,33.0,3.0,1.0,2.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
18.0,28.0,1.0,1.0,0.0,86,5,,0.0,3.0,1.0,13,2.0,1,0,30.0,24.0
6.0,31.0,3.0,1.0,5.0,31,5,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
2.6,50.0,3.0,1.0,0.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
6.0,49.0,3.0,1.0,0.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
92.0,40.0,1.0,1.0,9.0,53,8,,0.0,5.0,1.0,10,1.0,1,0,327.0,262.0
3.65,33.0,3.0,1.0,1.0,84,1,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
20.0,53.0,3.0,1.0,9.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
2.13,41.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
90.0,31.0,1.0,1.0,1.0,67,1,,0.0,1.0,1.0,10,2.0,1,0,135.0,108.0
8.0,43.0,3.0,1.0,3.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
168.0,45.0,1.0,1.0,1.0,33,1,,1.0,3.0,1.0,10,1.0,1,1,210.0,168.0
96.0,31.0,1.0,1.0,5.0,84,1,,0.0,5.0,1.0,10,1.0,1,1,188.0,151.0
48.0,28.0,1.0,1.0,5.0,33,1,,1.0,3.0,1.0,10,2.0,1,0,151.0,121.0
12.03,31.0,1.0,1.0,0.0,84,1,,1.0,3.0,3.0,17,1.0,1,0,24.0,18.0
18.0,26.0,3.0,1.0,6.0,39,5,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
,37.0,1.0,1.0,2.0,46,1,,0.0,3.0,1.0,16,2.0,4,0,21.0,15.0
,40.0,1.0,,,22,5,1.0,0.0,,1.0,30,,4,0,6.0,0.0
300.0,21.0,1.0,1.0,3.0,56,1,,0.0,3.0,2.0,27,1.0,1,0,405.0,324.0
27.0,26.0,3.0,1.0,0.0,88,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
7.49,41.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
100.0,35.0,1.0,1.0,10.0,87,1,,0.0,1.0,6.0,10,1.0,1,0,150.0,120.0
2.26,32.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
7.33,35.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
6.79,38.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
,22.0,1.0,0.0,0.0,41,1,1.0,1.0,3.0,3.0,17,2.0,4,0,6.0,0.0
18.0,37.0,1.0,1.0,2.0,33,1,,1.0,3.0,1.0,13,2.0,1,0,24.0,18.0
6.82,57.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
,25.0,1.0,1.0,1.0,41,1,1.0,0.0,3.0,3.0,17,2.0,3,0,12.0,6.0
109.0,44.0,1.0,1.0,8.0,22,1,,0.0,1.0,2.0,10,1.0,1,1,210.0,168.0
15.0,23.0,1.0,0.0,0.0,41,5,,0.0,3.0,3.0,10,2.0,1,0,46.0,37.0
,18.0,1.0,1.0,0.0,41,5,1.0,0.0,1.0,3.0,17,2.0,4,0,12.0,6.0
7.46,43.0,3.0,1.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
156.0,38.0,1.0,1.0,2.0,41,1,,0.0,5.0,3.0,10,2.0,1,1,188.0,151.0
6.36,49.0,3.0,1.0,1.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
22.89,30.0,3.0,1.0,1.0,20,1,,0.0,3.0,3.0,10,1.0,1,0,71.0,57.0
0.03,38.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
0.03,33.0,1.0,1.0,2.0,11,1,,0.0,3.0,2.0,10,3.0,1,0,41.0,33.0
70.0,26.0,1.0,1.0,0.0,67,1,,0.0,5.0,3.0,10,1.0,1,0,108.0,87.0
5.76,22.0,3.0,1.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
6.1,33.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
84.0,30.0,1.0,0.0,0.0,47,1,,0.0,3.0,3.0,10,2.0,1,0,188.0,151.0
7.89,33.0,3.0,1.0,1.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
6.92,30.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
7.62,46.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
6.41,50.0,3.0,1.0,3.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
2.33,34.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
18.0,51.0,1.0,0.0,0.0,56,1,,1.0,6.0,2.0,10,3.0,1,0,57.0,46.0
10.0,37.0,3.0,1.0,4.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
24.0,33.0,1.0,1.0,3.0,34,1,,0.0,5.0,1.0,13,1.0,1,0,27.0,21.0
60.0,28.0,1.0,1.0,8.0,42,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
